user_ID,username,repo_count,Assembly,C,C++,C#,Dart,Go,Java,JavaScript,Kotlin,MATLAB,PHP,Python,Ruby,Rust,Scala,Swift,stack
1000077,renwoox,17,0.0,0.0,0.059,0.0,0.0,0.0,0.059,0.53,0.0,0.0,0.0,0.294,0.059,0.0,0.0,0.0,Frontend-JavaScript;Backend-Python
1000082,vkorenev,11,0.0,0.091,0.0,0.0,0.0,0.0,0.182,0.182,0.091,0.0,0.0,0.0,0.091,0.091,0.273,0.0,Backend-Scala
1000088,mctolentino,6,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mobile-Dart/Flutter;Frontend-JavaScript
1000090,ayoubice,4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript;Backend-Ruby
1000092,eXtenZy,3,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,Systems-C++;Backend-Python
1000098,alexlyn,3,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,Backend-Go;Frontend-JavaScript;Backend-Python
1000100,po0ya,15,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.533,0.0,0.0,0.0,0.0,Systems-C++;Backend-Python
1000112,davidmilward,7,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java
1000113,traneHead,11,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,Backend-Java;Mobile-iOS-Swift
1000115,johanvanderkuijl,6,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.0,0.0,0.5,0.167,0.0,0.0,0.0,0.0,Backend-PHP
1000121,Stewartarmbrecht,14,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript
1000133,dpanzer,3,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,Systems-C++;Backend-Ruby
1000134,roughconsensusandrunningcode,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript;Backend-Python
1000135,areitz,3,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,Backend-Go;Frontend-JavaScript;Backend-Python
1000139,jashugan,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.167,0.667,0.0,0.0,0.0,0.0,Backend-Python
1000144,jmalczak,3,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.333,Backend-C#;Backend-Python;Mobile-iOS-Swift
1000146,anacnogueira,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000159,KostaCipo,18,0.0,0.167,0.0,0.056,0.0,0.056,0.056,0.278,0.0,0.0,0.056,0.167,0.167,0.0,0.0,0.0,Frontend-JavaScript
1000161,pleonard212,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000178,CamW,6,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-C#;Backend-Java
1000181,wlovins,6,0.0,0.167,0.0,0.0,0.0,0.333,0.0,0.167,0.0,0.0,0.167,0.0,0.167,0.0,0.0,0.0,Backend-Go
1000192,dggodfrey,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000193,sinhan,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,Backend-Java;Backend-Python
1000199,trondal,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000203,AmineCherrai,8,0.0,0.125,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,Systems-C++;Backend-PHP
1000211,justecorruptio,12,0.0,0.25,0.167,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,Systems-C;Backend-Python
1000213,bricebou,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,Mobile-Dart/Flutter;Frontend-JavaScript;Backend-PHP
1000219,abuecker,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,Frontend-JavaScript;Backend-Ruby
1000220,jimcortez,3,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,Backend-Java;Backend-Python
1000234,drt1245,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C
1000243,Naturaldoc,17,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.706,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000266,bellpeterm,3,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,Backend-Java;Backend-Python;Backend-Ruby
1000271,marcomedina,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,Frontend-JavaScript;Backend-Ruby
1000277,dtilchin,3,0.0,0.333,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C;Systems-C++;Backend-C#
1000280,mknepprath,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,Frontend-JavaScript;Backend-Python
1000288,cjam,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript;Backend-Ruby
1000292,sdunham,12,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.583,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000293,elorenzoni,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-Python
1000311,JakeShirley,5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Systems-C++;Frontend-JavaScript;Mobile-iOS-Swift
1000314,rpk,5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,Backend-C#;Backend-Java;Frontend-JavaScript;Backend-Python
1000315,fweng322,10,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,Systems-C++;Frontend-JavaScript;Backend-Python
1000317,ArnoldoRicardo,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-Python
1000342,g13ydson,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,Frontend-JavaScript;Backend-Ruby
1000349,chrisdfe,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,Frontend-JavaScript;Backend-Ruby
1000350,vladfatu,13,0.0,0.154,0.0,0.0,0.0,0.0,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java
1000354,pianomanjh,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-C#
1000369,astegmaier,9,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript
1000370,larsnystrom,5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,Systems-C++;Frontend-JavaScript;Backend-PHP
1000376,gformich,7,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.429,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript
1000384,xchechi123x,14,0.0,0.0,0.0,0.0,0.0,0.143,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java
1000385,randyzhou,18,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.389,0.0,0.0,0.389,0.056,0.0,0.111,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000397,arifinzainal,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript;Backend-Python
1000398,arnaldocorreiafilho,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript;Backend-Python
1000402,Benholio,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript
1000404,chris-ramon,11,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.636,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000405,BretHudson,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-Python
1000406,guevaralb,16,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.438,0.0,0.0,0.063,0.438,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-Python
1000408,junyuecao,15,0.0,0.0,0.133,0.0,0.0,0.0,0.733,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java
1000409,adrianoldham,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000414,ygmpkk,14,0.0,0.0,0.0,0.071,0.0,0.071,0.143,0.6419999999999999,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000425,AhmadGhadiri,11,0.0,0.091,0.0,0.0,0.0,0.091,0.091,0.182,0.0,0.0,0.091,0.091,0.091,0.0,0.0,0.273,Mobile-iOS-Swift
1000432,magixsource,6,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript
1000437,federicospini,4,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C++;Frontend-JavaScript
1000442,jmif,9,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.222,0.0,0.0,0.0,0.222,0.333,0.0,0.0,0.0,Backend-Go;Frontend-JavaScript;Backend-Python;Backend-Ruby
1000455,isTravis,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000469,wbushey,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,0.0,0.091,0.182,0.182,0.0,0.0,0.0,Frontend-JavaScript
1000470,kakueki61,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,Backend-Java;Mobile-Android-Kotlin;Mobile-iOS-Swift
1000477,carriemorrison,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-Python
1000480,ricardoej,6,0.0,0.0,0.167,0.5,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,Backend-C#
1000482,chenwei,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript
1000487,AaronFeledy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Mobile-Android-Kotlin;Backend-PHP
1000498,ditsing,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,Systems-C;Backend-Ruby;Systems-Rust
1000500,michaelsabo,11,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.0,0.0,0.0,0.0,0.364,0.0,0.0,0.364,Backend-Ruby;Mobile-iOS-Swift
1000503,chyyran,13,0.0,0.077,0.077,0.308,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,Backend-C#;Backend-Java
1000505,sofdem,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,Backend-Java;Backend-Python
1000506,adriangrantdotorg,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Frontend-JavaScript;Backend-Ruby
1000507,ccompiler4pic32,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C
1000509,yehuanwen,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,Backend-Java;Mobile-iOS-Swift
1000514,HRodriguez,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Backend-Python
1000520,AtomSoftTech,8,0.0,0.25,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,Systems-C;Backend-Java;Backend-Python
1000523,vsjincai,8,0.0,0.125,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,Systems-C++;Backend-Java
1000527,welrachid,7,0.0,0.0,0.143,0.0,0.0,0.0,0.143,0.286,0.0,0.0,0.286,0.0,0.143,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000529,justinrixx,4,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,Systems-C++;Backend-Java;Frontend-JavaScript;Backend-Python
1000543,Herm71,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.833,0.0,0.0,0.0,0.0,0.0,Backend-PHP
1000544,lpaulger,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000546,lmon,6,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,Backend-PHP;Backend-Ruby
1000547,liangwang0734,5,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,Systems-C;Systems-C++;Backend-Python
1000551,jeremyby,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.889,0.0,0.0,0.0,Backend-Ruby
1000556,liangran10000,21,0.0,0.667,0.048,0.238,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C;Backend-C#
1000557,rojanneo,10,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000567,njoshi023,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000575,brandonlogan,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Backend-Python
1000581,whyzdev,14,0.0,0.143,0.0,0.0,0.0,0.0,0.214,0.357,0.0,0.0,0.0,0.214,0.071,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript;Backend-Python
1000582,rogerluo,11,0.0,0.091,0.273,0.091,0.0,0.091,0.091,0.182,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,Systems-C++
1000585,hermanocabral,10,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,Backend-C#;Backend-Python
1000588,defnngj,5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript
1000593,relativist,8,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java
1000594,javacspring,20,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,Backend-Java
1000595,ozyozyo,8,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java
1000603,dungdeveloper,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000613,jjzhang,8,0.0,0.75,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C
1000616,guanyuxin,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000622,liamehinc,3,0.0,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-C#;Backend-Java;Frontend-JavaScript
1000627,lcwangchao,4,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,Backend-Go;Systems-Rust
1000639,wantora,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000640,rash-pro,13,0.0,0.077,0.0,0.154,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.462,0.0,0.0,0.0,Frontend-JavaScript;Backend-Ruby
1000641,snowinferno,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Mobile-Android-Kotlin
1000648,jlangston,8,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,Frontend-JavaScript
1000650,metrey,6,0.0,0.0,0.0,0.167,0.0,0.0,0.167,0.167,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Backend-PHP
1000654,roynos,3,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C++;Backend-Go;Frontend-JavaScript
1000655,azyobuzin,15,0.0,0.0,0.0,0.6,0.0,0.0,0.133,0.134,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,Backend-C#
1000659,pmecho,11,0.0,0.091,0.0,0.0,0.0,0.0,0.818,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java
1000661,mariaines,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,Frontend-JavaScript;Backend-Ruby
1000662,ekoisa,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000665,hvnsweeting,6,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,Backend-Go;Backend-Python
1000675,javck,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.833,0.0,0.0,0.0,0.0,0.0,Backend-PHP
1000677,talcual,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP;Backend-Python
1000680,christor,13,0.0,0.077,0.0,0.077,0.0,0.0,0.385,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript
1000692,zacharyhorvitz,11,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,Systems-C++;Backend-Python
1000697,BrandonJF,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Mobile-Android-Kotlin
1000705,junoyoon,9,0.0,0.0,0.0,0.0,0.0,0.222,0.444,0.111,0.111,0.0,0.0,0.111,0.0,0.0,0.0,0.0,Backend-Go;Backend-Java
1000715,ryugoo,6,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Mobile-Android-Kotlin
1000739,qteqpid,3,0.0,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,Systems-C++;Backend-Java;Backend-PHP
1000741,justinkchen,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000742,KyleV35,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP
1000743,hayden-t,4,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C++;Backend-C#;Frontend-JavaScript
1000745,jensritter,3,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript
1000753,radelcom,7,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,Backend-Java;Frontend-JavaScript
1000755,jorgejaramillo,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP;Backend-Python
1000759,faceleg,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontend-JavaScript
1000763,fengshangshi,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,Frontend-JavaScript
1000764,safihamid,4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Backend-C#;Frontend-JavaScript
1000765,rhoppel,3,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,Backend-Java;Backend-PHP;Backend-Python
1000768,lawrancejing,5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,Systems-C++;Frontend-JavaScript;Backend-Python
1000769,faisalchohan,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,0.273,0.273,0.0,0.0,0.0,0.0,Frontend-JavaScript;Backend-PHP;Backend-Python
1000776,huanghugo,6,0.0,0.167,0.667,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems-C++
1000778,zsxwing,14,0.0,0.0,0.071,0.0,0.0,0.0,0.357,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,Backend-Java;Frontend-JavaScript;Backend-Scala
